Message Type,Sequence Number,Latitude,Longitude,Heading
LCV_BS6_OBD2_PERIODIC,40405,13.23891,80.27396,186.36
LCV_BS6_OBD2_PERIODIC,40406,13.23892,80.27396,186.36
LCV_BS6_OBD2_PERIODIC,40407,13.23892,80.27396,186.36
LCV_BS6_OBD2_PERIODIC,40408,13.23892,80.27395,186.36
LCV_BS6_OBD2_PERIODIC,40409,13.23891,80.27395,186.36
LCV_BS6_OBD2_PERIODIC,40410,13.23885,80.27396,178.49
LCV_BS6_OBD2_PERIODIC,40411,13.23874,80.27397,174.6
LCV_BS6_OBD2_PERIODIC,40412,13.23865,80.27397,172.17
GPS_MESSAGE,2,13.23862,80.27397,171
LCV_BS6_OBD2_PERIODIC,40413,13.23861,80.27397,185.27
LCV_BS6_OBD2_PERIODIC,40414,13.23861,80.27397,185.38
LCV_BS6_OBD2_PERIODIC,40415,13.23853,80.27397,170.1
LCV_BS6_OBD2_PERIODIC,40416,13.23845,80.27398,179.8
LCV_BS6_OBD2_PERIODIC,40417,13.23838,80.27397,175.72
LCV_BS6_OBD2_PERIODIC,40418,13.23831,80.27397,193.49
LCV_BS6_OBD2_PERIODIC,40419,13.23825,80.27398,187.36
LCV_BS6_OBD2_PERIODIC,40420,13.23816,80.27398,178.82
LCV_BS6_OBD2_PERIODIC,40421,13.23814,80.27398,178.82
LCV_BS6_OBD2_PERIODIC,40422,13.23814,80.27397,178.82
GPS_MESSAGE,13,13.23813,80.27397,178
LCV_BS6_OBD2_PERIODIC,40423,13.23813,80.27397,178.82
LCV_BS6_OBD2_PERIODIC,40424,13.23813,80.27397,178.82
LCV_BS6_OBD2_PERIODIC,40425,13.23813,80.27397,178.82
LCV_BS6_OBD2_PERIODIC,40426,13.23812,80.27397,178.82
LCV_BS6_OBD2_PERIODIC,40427,13.23812,80.27396,178.82
LCV_BS6_OBD2_PERIODIC,40428,13.23811,80.27396,178.82
LCV_BS6_OBD2_PERIODIC,40429,13.23812,80.27395,228.32
LCV_BS6_OBD2_PERIODIC,40430,13.23807,80.27396,175.02
LCV_BS6_OBD2_PERIODIC,40431,13.23798,80.27397,189.66
LCV_BS6_OBD2_PERIODIC,40432,13.23791,80.27396,174.32
GPS_MESSAGE,8,13.2379,80.27396,191
LCV_BS6_OBD2_PERIODIC,40433,13.23789,80.27396,191.88
LCV_BS6_OBD2_PERIODIC,40434,13.23789,80.27396,191.88
LCV_BS6_OBD2_PERIODIC,40435,13.23789,80.27397,191.88
LCV_BS6_OBD2_PERIODIC,40436,13.23789,80.27397,191.88
LCV_BS6_OBD2_PERIODIC,40437,13.23789,80.27397,191.88
LCV_BS6_OBD2_PERIODIC,40438,13.23788,80.27397,191.88
LCV_BS6_OBD2_PERIODIC,40439,13.23782,80.27397,187.74
LCV_BS6_OBD2_PERIODIC,40440,13.2377,80.27396,179.33
LCV_BS6_OBD2_PERIODIC,40441,13.23761,80.27398,167.91
LCV_BS6_OBD2_PERIODIC,40442,13.2375,80.27398,167.8
GPS_MESSAGE,3,13.23744,80.27398,173
LCV_BS6_OBD2_PERIODIC,40443,13.23743,80.27398,190.38
LCV_BS6_OBD2_PERIODIC,40444,13.23742,80.27398,190.38
LCV_BS6_OBD2_PERIODIC,40445,13.23741,80.27398,185.77
LCV_BS6_OBD2_PERIODIC,40446,13.23734,80.27398,178
LCV_BS6_OBD2_PERIODIC,40447,13.23727,80.27398,166.42
LCV_BS6_OBD2_PERIODIC,40448,13.23722,80.274,185.36
LCV_BS6_OBD2_PERIODIC,40449,13.23715,80.27401,182.41
LCV_BS6_OBD2_PERIODIC,40450,13.23714,80.274,166.44
LCV_BS6_OBD2_PERIODIC,40451,13.23707,80.274,181.08
LCV_BS6_OBD2_PERIODIC,40452,13.23699,80.27399,192.92
GPS_MESSAGE,13,13.23697,80.274,164
LCV_BS6_OBD2_PERIODIC,40453,13.23696,80.274,148.94
LCV_BS6_OBD2_PERIODIC,40454,13.23693,80.27402,141.08
LCV_BS6_OBD2_PERIODIC,40455,13.23693,80.27401,141.08
LCV_BS6_OBD2_PERIODIC,40456,13.23692,80.27401,193.52
LCV_BS6_OBD2_PERIODIC,40457,13.23691,80.27401,193.52
LCV_BS6_OBD2_PERIODIC,40458,13.23691,80.27399,233.41
LCV_BS6_OBD2_PERIODIC,40459,13.23691,80.27399,233.41
LCV_BS6_OBD2_PERIODIC,40460,13.23691,80.27399,170.88
LCV_BS6_OBD2_PERIODIC,40461,13.23691,80.27399,170.88
LCV_BS6_OBD2_PERIODIC,40462,13.23691,80.27399,216.21
GPS_MESSAGE,8,13.23691,80.27399,216
LCV_BS6_OBD2_PERIODIC,40463,13.23691,80.27399,216.21
LCV_BS6_OBD2_PERIODIC,40464,13.23691,80.27399,216.21
LCV_BS6_OBD2_PERIODIC,40465,13.23692,80.27399,216.21
LCV_BS6_OBD2_PERIODIC,40466,13.23692,80.27399,255.28
LCV_BS6_OBD2_PERIODIC,40467,13.23688,80.27399,176.94
LCV_BS6_OBD2_PERIODIC,40468,13.23675,80.27399,182.89
LCV_BS6_OBD2_PERIODIC,40469,13.23659,80.27398,183.08
LCV_BS6_OBD2_PERIODIC,40470,13.23646,80.27399,170.75
LCV_BS6_OBD2_PERIODIC,40471,13.23642,80.274,170.75
LCV_BS6_OBD2_PERIODIC,40472,13.23642,80.274,170.75
GPS_MESSAGE,2,13.2364,80.27399,170
LCV_BS6_OBD2_PERIODIC,40473,13.2364,80.274,170.75
LCV_BS6_OBD2_PERIODIC,40474,13.23639,80.27399,170.75
LCV_BS6_OBD2_PERIODIC,40475,13.23638,80.27399,170.75
LCV_BS6_OBD2_PERIODIC,40476,13.23637,80.27399,170.75
LCV_BS6_OBD2_PERIODIC,40477,13.2363,80.274,178.67
LCV_BS6_OBD2_PERIODIC,40478,13.23619,80.27401,171.25
LCV_BS6_OBD2_PERIODIC,40479,13.23615,80.27405,83.66
LCV_BS6_OBD2_PERIODIC,40480,13.23617,80.27408,62.22
LCV_BS6_OBD2_PERIODIC,40481,13.23617,80.27408,304
LCV_BS6_OBD2_PERIODIC,40482,13.23617,80.27407,262.33
GPS_MESSAGE,12,13.23617,80.27407,129
LCV_BS6_OBD2_PERIODIC,40483,13.23617,80.27408,95.16
LCV_BS6_OBD2_PERIODIC,40484,13.23617,80.27409,78.83
LCV_BS6_OBD2_PERIODIC,40485,13.23617,80.27408,218.36
LCV_BS6_OBD2_PERIODIC,40486,13.23617,80.27408,297.64
LCV_BS6_OBD2_PERIODIC,40487,13.23617,80.27408,297.64
LCV_BS6_OBD2_PERIODIC,40488,13.23617,80.27408,267.07
LCV_BS6_OBD2_PERIODIC,40489,13.23615,80.27405,236.16
LCV_BS6_OBD2_PERIODIC,40490,13.23614,80.27404,255.21
LCV_BS6_OBD2_PERIODIC,40491,13.23613,80.27403,258.27
LCV_BS6_OBD2_PERIODIC,40492,13.23612,80.27403,131.05
IGNITION_OFF,64,13.23613,80.27403,
GPS_MESSAGE,7,13.23613,80.27403,64
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,40493,13.23613,80.27403,64.68
LCV_BS6_OBD2_PERIODIC,40494,13.23613,80.27403,262.64
LCV_BS6_OBD2_PERIODIC,40495,13.23613,80.27405,89.66
LCV_BS6_OBD2_PERIODIC,40496,13.23614,80.27406,64.91
LCV_BS6_OBD2_PERIODIC,40497,13.23614,80.27406,37.93
LCV_BS6_OBD2_PERIODIC,40498,13.23614,80.27407,193.94
LCV_BS6_OBD2_PERIODIC,40499,13.23614,80.27408,73.58
LCV_BS6_OBD2_PERIODIC,40500,13.23616,80.27407,290.35
LCV_BS6_OBD2_PERIODIC,40501,13.23617,80.27407,52.65
LCV_BS6_OBD2_PERIODIC,40502,13.23618,80.27408,77.81
GPS_MESSAGE,15,13.23617,80.27408,112
LCV_BS6_OBD2_PERIODIC,40503,13.23617,80.27408,112.06
LCV_BS6_OBD2_PERIODIC,40504,13.23616,80.27408,112.06
LCV_BS6_OBD2_PERIODIC,40505,13.23616,80.27408,171.83
LCV_BS6_OBD2_PERIODIC,40506,13.23616,80.27408,101.62
LCV_BS6_OBD2_PERIODIC,40507,13.23617,80.27408,353.92
LCV_BS6_OBD2_PERIODIC,40508,13.23618,80.27408,289.85
LCV_BS6_OBD2_PERIODIC,40509,13.23618,80.27408,289.85
LCV_BS6_OBD2_PERIODIC,40510,13.23618,80.27408,250.53
LCV_BS6_OBD2_PERIODIC,40511,13.23618,80.27408,74.94
LCV_BS6_OBD2_PERIODIC,40512,13.23618,80.27408,74.94
GPS_MESSAGE,6,13.23618,80.27408,74
TRIP_END,7,13.23618,80.27408,
TRIP_START,0,13.23618,80.27408,
VERSION_UPDATE,0,13.23618,80.27408,
GPS_MESSAGE,1,13.23618,80.27408,74
IGNITION_ON,1,13.23618,80.27408,
LCV_BS6_OBD2_PERIODIC,40513,13.23633,80.27418,323.36
GPS_MESSAGE,2,13.23632,80.274,338
LCV_BS6_OBD2_PERIODIC,40514,13.23637,80.27402,328.51
LCV_BS6_OBD2_PERIODIC,40515,13.23637,80.274,222.64
LCV_BS6_OBD2_PERIODIC,40516,13.23638,80.27402,19.02
LCV_BS6_OBD2_PERIODIC,40517,13.23637,80.27403,15.65
LCV_BS6_OBD2_PERIODIC,40518,13.23639,80.27405,85.26
LCV_BS6_OBD2_PERIODIC,40519,13.2364,80.27406,50.49
LCV_BS6_OBD2_PERIODIC,40520,13.23642,80.27406,358.33
LCV_BS6_OBD2_PERIODIC,40521,13.23643,80.27405,334.97
LCV_BS6_OBD2_PERIODIC,40522,13.23643,80.27405,25.38
GPS_MESSAGE,7,13.2364,80.27404,201
LCV_BS6_OBD2_PERIODIC,40523,13.2364,80.27404,202.63
LCV_BS6_OBD2_PERIODIC,40524,13.2364,80.27404,349.07
LCV_BS6_OBD2_PERIODIC,40525,13.23639,80.27407,104.76
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,40526,13.23638,80.27412,95.62
LCV_BS6_OBD2_PERIODIC,40527,13.23638,80.27412,301.14
LCV_BS6_OBD2_PERIODIC,40528,13.23639,80.27417,94.37
LCV_BS6_OBD2_PERIODIC,40529,13.23637,80.2743,99.08
LCV_BS6_OBD2_PERIODIC,40530,13.23631,80.27452,105.04
LCV_BS6_OBD2_PERIODIC,40531,13.23626,80.2747,108.37
LCV_BS6_OBD2_PERIODIC,40532,13.23621,80.27487,97.08
GPS_MESSAGE,15,13.23618,80.27495,118
LCV_BS6_OBD2_PERIODIC,40533,13.23617,80.27497,113.83
LCV_BS6_OBD2_PERIODIC,40534,13.2361,80.27521,101.8
LCV_VEHICLE_TOWED_START,2,13.23609,80.27526,
LCV_BS6_OBD2_PERIODIC,40535,13.23603,80.27561,95.09
LCV_BS6_OBD2_PERIODIC,40536,13.236,80.27599,98.77
LCV_BS6_OBD2_PERIODIC,40537,13.23595,80.2763,96.66
LCV_BS6_OBD2_PERIODIC,40538,13.23589,80.27661,102.72
LCV_BS6_OBD2_PERIODIC,40539,13.23583,80.27688,100.79
LCV_BS6_OBD2_PERIODIC,40540,13.2358,80.27708,93.62
LCV_BS6_OBD2_PERIODIC,40541,13.23577,80.27724,101.73
LCV_BS6_OBD2_PERIODIC,40542,13.23575,80.2774,93.69
GPS_MESSAGE,10,13.23573,80.27748,101
LCV_BS6_OBD2_PERIODIC,40543,13.23573,80.27749,111.69
LCV_BS6_OBD2_PERIODIC,40544,13.23568,80.27759,109.69
LCV_VEHICLE_TOWED_END,4,13.23567,80.27762,
LCV_BS6_OBD2_PERIODIC,40545,13.23566,80.27765,143.3
LCV_BS6_OBD2_PERIODIC,40546,13.23561,80.27777,103.16
LCV_BS6_OBD2_PERIODIC,40547,13.23553,80.27812,102.87
LCV_BS6_OBD2_PERIODIC,40548,13.23547,80.27844,96.04
LCV_BS6_OBD2_PERIODIC,40549,13.23544,80.27863,107.33
LCV_BS6_OBD2_PERIODIC,40550,13.23539,80.27884,111.41
LCV_BS6_OBD2_PERIODIC,40551,13.23534,80.27899,93.66
LCV_VEHICLE_TOWED_START,5,13.23534,80.27902,
LCV_BS6_OBD2_PERIODIC,40552,13.23531,80.27915,109.52
GPS_MESSAGE,4,13.23532,80.2792,19
LCV_BS6_OBD2_PERIODIC,40553,13.23531,80.2792,27.26
LCV_VEHICLE_TOWED_END,6,13.23531,80.2792,
LCV_BS6_OBD2_PERIODIC,40554,13.2353,80.27927,104.8
LCV_BS6_OBD2_PERIODIC,40555,13.23524,80.27949,121.33
LCV_BS6_OBD2_PERIODIC,40556,13.23518,80.27957,150.11
LCV_BS6_OBD2_PERIODIC,40557,13.23517,80.27958,50.52
LCV_BS6_OBD2_PERIODIC,40558,13.23517,80.27959,143.32
LCV_BS6_OBD2_PERIODIC,40559,13.23517,80.27958,221.44
LCV_BS6_OBD2_PERIODIC,40560,13.23514,80.27957,190.33
LCV_BS6_OBD2_PERIODIC,40561,13.23504,80.27954,193.94
LCV_BS6_OBD2_PERIODIC,40562,13.23496,80.27954,79.84
GPS_MESSAGE,15,13.23496,80.27955,109
LCV_BS6_OBD2_PERIODIC,40563,13.23496,80.27955,215.55
LCV_BS6_OBD2_PERIODIC,40564,13.23496,80.27954,195.27
LCV_BS6_OBD2_PERIODIC,40565,13.23496,80.27954,313.25
LCV_BS6_OBD2_PERIODIC,40566,13.23496,80.27953,148.83
LCV_BS6_OBD2_PERIODIC,40567,13.23496,80.27951,25.98
LCV_BS6_OBD2_PERIODIC,40568,13.23495,80.2795,95.26
IGNITION_OFF,7,13.23495,80.2795,
LCV_BS6_OBD2_PERIODIC,40569,13.23495,80.2795,133.19
LCV_BS6_OBD2_PERIODIC,40570,13.23495,80.2795,175.3
LCV_BS6_OBD2_PERIODIC,40571,13.23495,80.27951,49.9
LCV_BS6_OBD2_PERIODIC,40572,13.23497,80.27952,72.06
GPS_MESSAGE,10,13.23497,80.27952,201
LCV_BS6_OBD2_PERIODIC,40573,13.23497,80.27952,185.17
LCV_BS6_OBD2_PERIODIC,40574,13.235,80.27953,0.81
LCV_BS6_OBD2_PERIODIC,40575,13.235,80.27952,165
LCV_BS6_OBD2_PERIODIC,40576,13.23498,80.27954,126.38
LCV_BS6_OBD2_PERIODIC,40577,13.23498,80.27953,109.68
LCV_BS6_OBD2_PERIODIC,40578,13.23497,80.27955,120.8
LCV_BS6_OBD2_PERIODIC,40579,13.23498,80.27956,177.44
LCV_BS6_OBD2_PERIODIC,40580,13.23496,80.27955,157.92
LCV_BS6_OBD2_PERIODIC,40581,13.23496,80.27954,17.95
LCV_BS6_OBD2_PERIODIC,40582,13.23495,80.27952,215.8
GPS_MESSAGE,4,13.23496,80.27952,58
LCV_BS6_OBD2_PERIODIC,40583,13.23496,80.27952,172.44
LCV_BS6_OBD2_PERIODIC,40584,13.23496,80.27952,269.23
LCV_BS6_OBD2_PERIODIC,40585,13.23497,80.27953,92.41
LCV_BS6_OBD2_PERIODIC,40586,13.23496,80.27954,133.41
LCV_BS6_OBD2_PERIODIC,40587,13.23493,80.27953,153.33
LCV_BS6_OBD2_PERIODIC,40588,13.23493,80.27953,286.6
GPS_MESSAGE,9,13.23493,80.27953,286
TRIP_END,10,13.23493,80.27953,
TRIP_START,0,13.23493,80.27953,
VERSION_UPDATE,0,13.23493,80.27953,
GPS_MESSAGE,1,13.23493,80.27953,286
IGNITION_ON,1,13.23493,80.27953,
LCV_BS6_OBD2_PERIODIC,40589,13.23493,80.27953,286.6
LCV_BS6_OBD2_PERIODIC,40590,13.23493,80.27953,286.6
LCV_BS6_OBD2_PERIODIC,40591,13.23465,80.27958,134.99
GPS_MESSAGE,3,13.23466,80.27965,108
LCV_BS6_OBD2_PERIODIC,40592,13.23458,80.27977,113.94
LCV_BS6_OBD2_PERIODIC,40593,13.23453,80.27979,133.49
LCV_BS6_OBD2_PERIODIC,40594,13.23448,80.27998,88.45
LCV_BS6_OBD2_PERIODIC,40595,13.23451,80.28005,41.06
LCV_BS6_OBD2_PERIODIC,40596,13.23463,80.28007,36.02
LCV_BS6_OBD2_PERIODIC,40597,13.23475,80.28011,223.72
LCV_BS6_OBD2_PERIODIC,40598,13.23462,80.28007,164.52
LCV_BS6_OBD2_PERIODIC,40599,13.23441,80.27999,195.32
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,40600,13.23441,80.27999,195.32
GPS_MESSAGE,8,13.23441,80.27999,195
LCV_BS6_OBD2_PERIODIC,40601,13.23441,80.27999,195.32
LCV_BS6_OBD2_PERIODIC,40602,13.23441,80.27999,195.32
LCV_BS6_OBD2_PERIODIC,40603,13.23441,80.27999,195.32
LCV_BS6_OBD2_PERIODIC,40604,13.2348,80.28024,77.23
IGNITION_OFF,2,13.23479,80.28033,
LCV_BS6_OBD2_PERIODIC,40605,13.23479,80.28033,183.96
LCV_BS6_OBD2_PERIODIC,40606,13.23481,80.2803,313.67
LCV_BS6_OBD2_PERIODIC,40607,13.23481,80.28028,60.52
LCV_BS6_OBD2_PERIODIC,40608,13.23479,80.28028,287.13
LCV_BS6_OBD2_PERIODIC,40609,13.23478,80.28028,92.22
LCV_BS6_OBD2_PERIODIC,40610,13.23479,80.28027,294.29
GPS_MESSAGE,3,13.23479,80.28026,330
LCV_BS6_OBD2_PERIODIC,40611,13.23479,80.28025,10.31
LCV_BS6_OBD2_PERIODIC,40612,13.23479,80.28026,133.11
LCV_BS6_OBD2_PERIODIC,40613,13.23478,80.28026,207.91
LCV_BS6_OBD2_PERIODIC,40614,13.23478,80.28024,252.35
LCV_BS6_OBD2_PERIODIC,40615,13.23477,80.28025,104.66
LCV_BS6_OBD2_PERIODIC,40616,13.23477,80.28025,156.08
LCV_BS6_OBD2_PERIODIC,40617,13.23477,80.28023,321.66
LCV_BS6_OBD2_PERIODIC,40618,13.23477,80.28023,110.94
LCV_BS6_OBD2_PERIODIC,40619,13.23476,80.28023,316.35
LCV_BS6_OBD2_PERIODIC,40620,13.23476,80.28022,176.69
GPS_MESSAGE,14,13.23477,80.28024,71
LCV_BS6_OBD2_PERIODIC,40621,13.23477,80.28024,93.65
LCV_BS6_OBD2_PERIODIC,40622,13.23477,80.28026,287.58
LCV_BS6_OBD2_PERIODIC,40623,13.23477,80.28026,132.55
LCV_BS6_OBD2_PERIODIC,40624,13.23475,80.28027,120.75
GPS_MESSAGE,3,13.23475,80.28027,117
TRIP_END,3,13.23475,80.28027,
TRIP_START,1,13.23475,80.28027,
LCV_ECU_SW_PART_NO,1,13.23475,80.28027,
VERSION_UPDATE,0,13.23475,80.28027,
GPS_MESSAGE,1,13.23475,80.28027,117
IGNITION_ON,2,13.23475,80.28027,
LCV_BS6_OBD2_PERIODIC,40625,13.23514,80.28041,106.51
GPS_MESSAGE,3,13.23481,80.28024,106
LCV_BS6_OBD2_PERIODIC,40626,13.23472,80.28024,155.75
LCV_BS6_OBD2_PERIODIC,40627,13.23472,80.2802,54.52
LCV_BS6_OBD2_PERIODIC,40628,13.23471,80.28021,170.82
LCV_BS6_OBD2_PERIODIC,40629,13.23471,80.28022,254.91
LCV_BS6_OBD2_PERIODIC,40630,13.23474,80.28019,344.83
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,40631,13.23473,80.28016,136.92
LCV_BS6_OBD2_PERIODIC,40632,13.23478,80.28002,287.14
LCV_BS6_OBD2_PERIODIC,40633,13.2348,80.27989,260.44
LCV_BS6_OBD2_PERIODIC,40634,13.2347,80.27979,199.02
GPS_MESSAGE,8,13.23473,80.27985,73
LCV_BS6_OBD2_PERIODIC,40635,13.23473,80.27985,73.81
LCV_BS6_OBD2_PERIODIC,40636,13.23483,80.28001,186.94
LCV_BS6_OBD2_PERIODIC,40637,13.23491,80.28026,14.5
LCV_BS6_OBD2_PERIODIC,40638,13.23489,80.28026,168.36
LCV_BS6_OBD2_PERIODIC,40639,13.23489,80.28026,168.36
LCV_BS6_OBD2_PERIODIC,40640,13.23455,80.27958,243.1
LCV_BS6_OBD2_PERIODIC,40641,13.23451,80.27957,144.32
LCV_BS6_OBD2_PERIODIC,40642,13.2344,80.2796,135.92
LCV_BS6_OBD2_PERIODIC,40643,13.23426,80.27973,131
LCV_BS6_OBD2_PERIODIC,40644,13.23408,80.27993,131.41
GPS_MESSAGE,2,13.23388,80.28017,130
LCV_BS6_OBD2_PERIODIC,40645,13.23388,80.28017,130.8
LCV_BS6_OBD2_PERIODIC,40646,13.23374,80.28034,134.38
LCV_VEHICLE_TOWED_START,3,13.2336,80.2805,
LCV_BS6_OBD2_PERIODIC,40647,13.23357,80.28054,129.07
LCV_BS6_OBD2_PERIODIC,40648,13.2334,80.28075,129.28
LCV_BS6_OBD2_PERIODIC,40649,13.23328,80.28087,133.6
LCV_BS6_OBD2_PERIODIC,40650,13.23309,80.28107,135.36
LCV_BS6_OBD2_PERIODIC,40651,13.233,80.28114,124.11
LCV_VEHICLE_TOWED_END,4,13.233,80.28116,
LCV_BS6_OBD2_PERIODIC,40652,13.233,80.28116,88.33
LCV_BS6_OBD2_PERIODIC,40653,13.23296,80.28123,131.53
LCV_BS6_OBD2_PERIODIC,40654,13.23287,80.28133,125.8
GPS_MESSAGE,12,13.23282,80.28141,118
LCV_BS6_OBD2_PERIODIC,40655,13.23282,80.28141,118.47
LCV_BS6_OBD2_PERIODIC,40656,13.23274,80.28155,119.25
LCV_BS6_OBD2_PERIODIC,40657,13.2327,80.28173,88.91
LCV_BS6_OBD2_PERIODIC,40658,13.23276,80.28186,62.15
LCV_VEHICLE_TOWED_START,5,13.23279,80.28191,
LCV_BS6_OBD2_PERIODIC,40659,13.23283,80.28195,44.47
LCV_BS6_OBD2_PERIODIC,40660,13.23295,80.28199,27.06
LCV_VEHICLE_TOWED_END,6,13.23298,80.28199,
LCV_BS6_OBD2_PERIODIC,40661,13.23299,80.28199,43.33
LCV_BS6_OBD2_PERIODIC,40662,13.23297,80.28199,198.13
LCV_BS6_OBD2_PERIODIC,40663,13.23296,80.28199,48.34
IGNITION_OFF,7,13.23296,80.28199,
LCV_BS6_OBD2_PERIODIC,40664,13.23296,80.28199,122.18
GPS_MESSAGE,8,13.23295,80.28199,95
LCV_BS6_OBD2_PERIODIC,40665,13.23295,80.28199,95.66
LCV_BS6_OBD2_PERIODIC,40666,13.23294,80.28199,224.96
LCV_BS6_OBD2_PERIODIC,40667,13.23294,80.282,65.3
LCV_BS6_OBD2_PERIODIC,40668,13.23294,80.282,258.6
LCV_BS6_OBD2_PERIODIC,40669,13.23295,80.28199,323.48
LCV_BS6_OBD2_PERIODIC,40670,13.23294,80.28201,87.29
LCV_BS6_OBD2_PERIODIC,40671,13.23294,80.28202,137.91
LCV_BS6_OBD2_PERIODIC,40672,13.23293,80.28203,197.42
LCV_BS6_OBD2_PERIODIC,40673,13.23293,80.28202,126.12
LCV_BS6_OBD2_PERIODIC,40674,13.23294,80.28202,252.88
GPS_MESSAGE,2,13.23295,80.28202,191
LCV_BS6_OBD2_PERIODIC,40675,13.23295,80.28202,191.82
LCV_BS6_OBD2_PERIODIC,40676,13.23294,80.28203,216.13
LCV_BS6_OBD2_PERIODIC,40677,13.23295,80.28203,285.11
LCV_BS6_OBD2_PERIODIC,40678,13.23295,80.28203,124.36
LCV_BS6_OBD2_PERIODIC,40679,13.23295,80.28203,318.44
LCV_BS6_OBD2_PERIODIC,40680,13.23295,80.28203,172.94
LCV_BS6_OBD2_PERIODIC,40681,13.23295,80.28203,216.74
LCV_BS6_OBD2_PERIODIC,40682,13.23295,80.28202,237.28
GPS_MESSAGE,9,13.23294,80.28203,158
TRIP_END,10,13.23294,80.28203,
TRIP_START,0,13.23294,80.28203,
VERSION_UPDATE,0,13.23294,80.28203,
GPS_MESSAGE,1,13.23294,80.28203,158
IGNITION_ON,1,13.23294,80.28203,
LCV_BS6_OBD2_PERIODIC,40683,13.23274,80.28213,171.14
GPS_MESSAGE,2,13.23268,80.28217,180
LCV_BS6_OBD2_PERIODIC,40684,13.23268,80.28216,125.91
LCV_BS6_OBD2_PERIODIC,40685,13.23276,80.28218,8.48
LCV_BS6_OBD2_PERIODIC,40686,13.23293,80.282,288.85
LCV_BS6_OBD2_PERIODIC,40687,13.23288,80.28185,234.6
LCV_BS6_OBD2_PERIODIC,40688,13.2328,80.28162,257.35
LCV_BS6_OBD2_PERIODIC,40689,13.23283,80.28136,274.3
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,40690,13.23276,80.28117,212.14
LCV_BS6_OBD2_PERIODIC,40691,13.2325,80.28105,224.69
LCV_VEHICLE_TOWED_START,2,13.2324,80.28085,
LCV_BS6_OBD2_PERIODIC,40692,13.23239,80.28074,262.29
GPS_MESSAGE,9,13.2325,80.28046,307
LCV_BS6_OBD2_PERIODIC,40693,13.2325,80.28046,307.85
LCV_BS6_OBD2_PERIODIC,40694,13.23265,80.2802,294.23
LCV_BS6_OBD2_PERIODIC,40695,13.23269,80.28009,257.08
LCV_VEHICLE_TOWED_END,3,13.23269,80.2801,
LCV_BS6_OBD2_PERIODIC,40696,13.23269,80.28011,56.29
LCV_BS6_OBD2_PERIODIC,40697,13.23268,80.28012,112.5
LCV_BS6_OBD2_PERIODIC,40698,13.23269,80.28011,272.54
LCV_BS6_OBD2_PERIODIC,40699,13.23266,80.28007,224.25
LCV_BS6_OBD2_PERIODIC,40700,13.23264,80.28011,74.51
LCV_BS6_OBD2_PERIODIC,40701,13.23265,80.28011,344.91
LCV_BS6_OBD2_PERIODIC,40702,13.23265,80.28011,241.14
GPS_MESSAGE,3,13.23265,80.28013,76
LCV_BS6_OBD2_PERIODIC,40703,13.23265,80.28013,76.62
LCV_BS6_OBD2_PERIODIC,40704,13.23264,80.28015,213.66
LCV_BS6_OBD2_PERIODIC,40705,13.23265,80.28013,223.49
LCV_BS6_OBD2_PERIODIC,40706,13.23266,80.28013,336.95
LCV_BS6_OBD2_PERIODIC,40707,13.23267,80.28013,28.01
LCV_BS6_OBD2_PERIODIC,40708,13.23268,80.28013,321.77
LCV_BS6_OBD2_PERIODIC,40709,13.23269,80.28012,18.45
LCV_BS6_OBD2_PERIODIC,40710,13.23269,80.28011,273.47
LCV_BS6_OBD2_PERIODIC,40711,13.2327,80.28011,263.41
LCV_BS6_OBD2_PERIODIC,40712,13.2327,80.28011,284.36
GPS_MESSAGE,13,13.2327,80.2801,199
LCV_BS6_OBD2_PERIODIC,40713,13.2327,80.2801,199.27
LCV_BS6_OBD2_PERIODIC,40714,13.2327,80.28008,300.29
LCV_BS6_OBD2_PERIODIC,40715,13.23271,80.28009,354.38
LCV_BS6_OBD2_PERIODIC,40716,13.2327,80.28009,82.26
LCV_BS6_OBD2_PERIODIC,40717,13.23269,80.2801,171.13
LCV_BS6_OBD2_PERIODIC,40718,13.23269,80.28011,10.68
LCV_BS6_OBD2_PERIODIC,40719,13.23269,80.28011,8.59
LCV_BS6_OBD2_PERIODIC,40720,13.23269,80.28011,130.58
LCV_BS6_OBD2_PERIODIC,40721,13.2327,80.28012,48.27
LCV_BS6_OBD2_PERIODIC,40722,13.23271,80.28011,54.02
GPS_MESSAGE,7,13.23271,80.28012,314
LCV_BS6_OBD2_PERIODIC,40723,13.23271,80.28012,314.17
LCV_BS6_OBD2_PERIODIC,40724,13.23271,80.28012,100.51
LCV_BS6_OBD2_PERIODIC,40725,13.23271,80.28012,145.41
LCV_BS6_OBD2_PERIODIC,40726,13.23271,80.28012,28.5
LCV_BS6_OBD2_PERIODIC,40727,13.23271,80.28012,308.51
LCV_BS6_OBD2_PERIODIC,40728,13.23272,80.28011,295.67
LCV_BS6_OBD2_PERIODIC,40729,13.23272,80.2801,286.32
LCV_BS6_OBD2_PERIODIC,40730,13.23272,80.2801,55.31
