Message Type,Sequence Number,Latitude,Longitude,Heading
LCV_BS6_OBD2_PERIODIC,43791,12.91279,79.39768,119.12
LCV_BS6_OBD2_PERIODIC,43792,12.91239,79.39838,121.11
LCV_BS6_OBD2_PERIODIC,43793,12.91219,79.39881,117.65
LCV_BS6_OBD2_PERIODIC,43794,12.9119,79.39939,117.61
LCV_BS6_OBD2_PERIODIC,43795,12.91156,79.40013,112.26
LCV_BS6_OBD2_PERIODIC,43796,12.91139,79.40059,106.4
LCV_BS6_OBD2_PERIODIC,43797,12.91126,79.40098,105.83
LCV_BS6_OBD2_PERIODIC,43798,12.91119,79.40117,106.16
LCV_VEHICLE_TOWED_END,304,12.91118,79.40119,
GPS_MESSAGE,9,12.91118,79.4012,117
LCV_BS6_OBD2_PERIODIC,43799,12.91118,79.4012,117.54
LCV_BS6_OBD2_PERIODIC,43800,12.91118,79.40125,117.54
LCV_BS6_OBD2_PERIODIC,43801,12.91124,79.40126,9.61
LCV_BS6_OBD2_PERIODIC,43802,12.91126,79.40127,40.56
LCV_BS6_OBD2_PERIODIC,43803,12.91114,79.40141,124.98
LCV_BS6_OBD2_PERIODIC,43804,12.9109,79.40171,126.04
LCV_BS6_OBD2_PERIODIC,43805,12.91076,79.40192,121.47
LCV_BS6_OBD2_PERIODIC,43806,12.91074,79.40194,124.12
LCV_BS6_OBD2_PERIODIC,43807,12.91074,79.40194,124.12
LCV_BS6_OBD2_PERIODIC,43808,12.91075,79.40192,291.69
GPS_MESSAGE,14,12.91075,79.40192,268
LCV_BS6_OBD2_PERIODIC,43809,12.91075,79.40192,268.6
LCV_BS6_OBD2_PERIODIC,43810,12.91075,79.40192,97.3
LCV_BS6_OBD2_PERIODIC,43811,12.91075,79.40192,71.94
LCV_BS6_OBD2_PERIODIC,43812,12.91074,79.4019,52.7
LCV_BS6_OBD2_PERIODIC,43813,12.91073,79.40188,225.17
LCV_BS6_OBD2_PERIODIC,43814,12.91072,79.40188,225.17
LCV_BS6_OBD2_PERIODIC,43815,12.91072,79.40188,225.17
LCV_BS6_OBD2_PERIODIC,43816,12.91072,79.40187,299.7
LCV_BS6_OBD2_PERIODIC,43817,12.91072,79.40188,185.86
LCV_BS6_OBD2_PERIODIC,43818,12.91072,79.40189,77.79
GPS_MESSAGE,4,12.91073,79.40189,58
LCV_BS6_OBD2_PERIODIC,43819,12.91073,79.40189,58.86
LCV_BS6_OBD2_PERIODIC,43820,12.91064,79.40201,140.88
LCV_BS6_OBD2_PERIODIC,43821,12.91044,79.40233,121.63
LCV_BS6_OBD2_PERIODIC,43822,12.91026,79.40266,119.02
LCV_BS6_OBD2_PERIODIC,43823,12.90999,79.40319,116.29
LCV_BS6_OBD2_PERIODIC,43824,12.90969,79.40381,113.12
LCV_BS6_OBD2_PERIODIC,43825,12.90943,79.40447,107.23
LCV_VEHICLE_TOWED_START,305,12.90925,79.40509,
LCV_BS6_OBD2_PERIODIC,43826,12.90921,79.40523,106.51
LCV_BS6_OBD2_PERIODIC,43827,12.90896,79.40611,106.73
LCV_BS6_OBD2_PERIODIC,43828,12.9087,79.40704,107.87
GPS_MESSAGE,10,12.90844,79.40795,105
LCV_BS6_OBD2_PERIODIC,43829,12.90844,79.40795,105.69
LCV_BS6_OBD2_PERIODIC,43830,12.90825,79.40885,99.19
LCV_BS6_OBD2_PERIODIC,43831,12.90803,79.40971,109.59
LCV_BS6_OBD2_PERIODIC,43832,12.90775,79.41053,110.66
LCV_BS6_OBD2_PERIODIC,43833,12.90744,79.41129,112.87
LCV_BS6_OBD2_PERIODIC,43834,12.90719,79.41191,112.02
LCV_BS6_OBD2_PERIODIC,43835,12.90696,79.41256,102.51
LCV_BS6_OBD2_PERIODIC,43836,12.90687,79.41297,109.94
LCV_BS6_OBD2_PERIODIC,43837,12.90669,79.41343,111.34
LCV_BS6_OBD2_PERIODIC,43838,12.90645,79.41407,111.23
GPS_MESSAGE,0,12.90616,79.41483,110
LCV_BS6_OBD2_PERIODIC,43839,12.90616,79.41483,110.44
LCV_BS6_OBD2_PERIODIC,43840,12.90587,79.4156,112.04
LCV_BS6_OBD2_PERIODIC,43841,12.90564,79.41618,108.51
LCV_BS6_OBD2_PERIODIC,43842,12.90547,79.41662,113.23
LCV_BS6_OBD2_PERIODIC,43843,12.90518,79.41735,110.93
LCV_BS6_OBD2_PERIODIC,43844,12.90497,79.41786,113.77
LCV_BS6_OBD2_PERIODIC,43845,12.9048,79.41833,110.2
LCV_BS6_OBD2_PERIODIC,43846,12.90465,79.41884,100.15
LCV_BS6_OBD2_PERIODIC,43847,12.90458,79.41954,94.83
LCV_BS6_OBD2_PERIODIC,43848,12.90452,79.42027,94.41
GPS_MESSAGE,7,12.90444,79.42102,98
LCV_BS6_OBD2_PERIODIC,43849,12.90444,79.42102,98.16
LCV_BS6_OBD2_PERIODIC,43850,12.90433,79.42165,105.12
LCV_BS6_OBD2_PERIODIC,43851,12.90417,79.42213,107.56
LCV_BS6_OBD2_PERIODIC,43852,12.90405,79.42261,103.51
LCV_BS6_OBD2_PERIODIC,43853,12.90388,79.42316,107.87
LCV_BS6_OBD2_PERIODIC,43854,12.90371,79.42369,110.76
LCV_BS6_OBD2_PERIODIC,43855,12.90345,79.42422,110.33
LCV_BS6_OBD2_PERIODIC,43856,12.90325,79.42499,102.62
LCV_BS6_OBD2_PERIODIC,43857,12.90302,79.42589,104.44
LCV_BS6_OBD2_PERIODIC,43858,12.90279,79.42687,103.15
GPS_MESSAGE,13,12.90256,79.42797,102
LCV_BS6_OBD2_PERIODIC,43859,12.90256,79.42797,102.16
LCV_BS6_OBD2_PERIODIC,43860,12.90237,79.42901,99.83
LCV_BS6_OBD2_PERIODIC,43861,12.90221,79.43002,99.7
LCV_BS6_OBD2_PERIODIC,43862,12.90204,79.43104,100.12
HEARTBEAT_MESSAGE,0,0,0,
LCV_BS6_OBD2_PERIODIC,43863,12.90189,79.43203,96.29
LCV_BS6_OBD2_PERIODIC,43864,12.90177,79.43297,96.37
LCV_BS6_OBD2_PERIODIC,43865,12.90165,79.43393,100.44
LCV_BS6_OBD2_PERIODIC,43866,12.90152,79.43446,99.87
LCV_BS6_OBD2_PERIODIC,43867,12.90153,79.43479,80.87
LCV_BS6_OBD2_PERIODIC,43868,12.90151,79.43512,102.76
GPS_MESSAGE,3,12.90143,79.43551,101
LCV_BS6_OBD2_PERIODIC,43869,12.90143,79.43551,101.22
LCV_BS6_OBD2_PERIODIC,43870,12.90137,79.43581,100.8
LCV_BS6_OBD2_PERIODIC,43871,12.9013,79.43623,98.61
LCV_BS6_OBD2_PERIODIC,43872,12.90124,79.43671,97.56
LCV_BS6_OBD2_PERIODIC,43873,12.90114,79.43731,97.95
LCV_BS6_OBD2_PERIODIC,43874,12.90105,79.43804,95.8
LCV_BS6_OBD2_PERIODIC,43875,12.90099,79.43889,97.76
LCV_BS6_OBD2_PERIODIC,43876,12.9009,79.43946,89.5
LCV_BS6_OBD2_PERIODIC,43877,12.90087,79.44011,92.04
LCV_BS6_OBD2_PERIODIC,43878,12.90082,79.44091,93.72
GPS_MESSAGE,10,12.90078,79.44177,93
LCV_BS6_OBD2_PERIODIC,43879,12.90078,79.44177,93.33
LCV_BS6_OBD2_PERIODIC,43880,12.90075,79.4427,92.94
LCV_BS6_OBD2_PERIODIC,43881,12.90071,79.44357,92.73
LCV_BS6_OBD2_PERIODIC,43882,12.90068,79.44439,92.77
LCV_BS6_OBD2_PERIODIC,43883,12.90066,79.44525,91.77
LCV_BS6_OBD2_PERIODIC,43884,12.90064,79.4462,91.73
LCV_BS6_OBD2_PERIODIC,43885,12.90062,79.44706,92.44
LCV_BS6_OBD2_PERIODIC,43886,12.90059,79.44781,90.62
LCV_BS6_OBD2_PERIODIC,43887,12.90056,79.44852,91.62
LCV_BS6_OBD2_PERIODIC,43888,12.90052,79.44925,93.4
GPS_MESSAGE,0,12.90049,79.45,90
LCV_BS6_OBD2_PERIODIC,43889,12.90049,79.45,90.61
LCV_BS6_OBD2_PERIODIC,43890,12.90045,79.45073,91.8
LCV_BS6_OBD2_PERIODIC,43891,12.90042,79.45144,91.66
LCV_BS6_OBD2_PERIODIC,43892,12.9004,79.4521,90.91
LCV_BS6_OBD2_PERIODIC,43893,12.90039,79.45269,88.59
LCV_BS6_OBD2_PERIODIC,43894,12.90041,79.45328,86.83
LCV_BS6_OBD2_PERIODIC,43895,12.90043,79.45394,86.94
LCV_BS6_OBD2_PERIODIC,43896,12.90053,79.45462,84.62
LCV_BS6_OBD2_PERIODIC,43897,12.90061,79.45542,85.66
LCV_BS6_OBD2_PERIODIC,43898,12.90067,79.4563,88.41
GPS_MESSAGE,7,12.90067,79.457,87
LCV_BS6_OBD2_PERIODIC,43899,12.90067,79.457,87.04
LCV_BS6_OBD2_PERIODIC,43900,12.9007,79.45754,87.36
LCV_BS6_OBD2_PERIODIC,43901,12.90075,79.45799,83.58
LCV_BS6_OBD2_PERIODIC,43902,12.90077,79.45839,84.12
LCV_BS6_OBD2_PERIODIC,43903,12.90078,79.45859,77.65
LCV_BS6_OBD2_PERIODIC,43904,12.90082,79.45884,85.23
LCV_BS6_OBD2_PERIODIC,43905,12.90086,79.45909,85.33
LCV_BS6_OBD2_PERIODIC,43906,12.90088,79.45935,89.08
LCV_BS6_OBD2_PERIODIC,43907,12.90088,79.45965,88.84
LCV_BS6_OBD2_PERIODIC,43908,12.90089,79.46002,89.55
GPS_MESSAGE,13,12.90088,79.46034,98
LCV_BS6_OBD2_PERIODIC,43909,12.90088,79.46034,98.94
LCV_VEHICLE_TOWED_END,321,12.90085,79.46045,
LCV_BS6_OBD2_PERIODIC,43910,12.90084,79.46046,100.06
LCV_BS6_OBD2_PERIODIC,43911,12.9008,79.46064,87.94
LCV_BS6_OBD2_PERIODIC,43912,12.90081,79.4611,86.41
LCV_BS6_OBD2_PERIODIC,43913,12.90085,79.46171,85.11
LCV_BS6_OBD2_PERIODIC,43914,12.90088,79.46223,86.12
LCV_BS6_OBD2_PERIODIC,43915,12.9009,79.4628,83.94
LCV_VEHICLE_TOWED_START,322,12.90091,79.46291,
LCV_BS6_OBD2_PERIODIC,43916,12.90098,79.46349,82.77
LCV_BS6_OBD2_PERIODIC,43917,12.90106,79.46427,85.37
LCV_BS6_OBD2_PERIODIC,43918,12.90112,79.46503,84.95
GPS_MESSAGE,4,12.90118,79.46585,84
LCV_BS6_OBD2_PERIODIC,43919,12.90118,79.46585,84.75
LCV_BS6_OBD2_PERIODIC,43920,12.90124,79.46678,86.84
LCV_BS6_OBD2_PERIODIC,43921,12.9013,79.46776,84.69
LCV_BS6_OBD2_PERIODIC,43922,12.9014,79.46884,83.83
LCV_BS6_OBD2_PERIODIC,43923,12.90152,79.47003,85.08
LCV_BS6_OBD2_PERIODIC,43924,12.90161,79.47124,83.86
LCV_BS6_OBD2_PERIODIC,43925,12.90173,79.47246,84.97
LCV_BS6_OBD2_PERIODIC,43926,12.90183,79.47367,84.75
LCV_BS6_OBD2_PERIODIC,43927,12.90195,79.47486,84.66
LCV_BS6_OBD2_PERIODIC,43928,12.90206,79.47604,83.83
GPS_MESSAGE,10,12.90219,79.47723,83
LCV_BS6_OBD2_PERIODIC,43929,12.90219,79.47723,83.8
LCV_BS6_OBD2_PERIODIC,43930,12.9023,79.47845,85.26
LCV_BS6_OBD2_PERIODIC,43931,12.90237,79.47959,88.56
LCV_BS6_OBD2_PERIODIC,43932,12.90244,79.48072,84.94
LCV_BS6_OBD2_PERIODIC,43933,12.90252,79.4819,88
LCV_BS6_OBD2_PERIODIC,43934,12.90255,79.48312,88.69
LCV_BS6_OBD2_PERIODIC,43935,12.90254,79.4843,95.72
LCV_BS6_OBD2_PERIODIC,43936,12.9022,79.48535,113.8
LCV_BS6_OBD2_PERIODIC,43937,12.90167,79.48628,121.15
LCV_BS6_OBD2_PERIODIC,43938,12.90112,79.4872,120.59
GPS_MESSAGE,1,12.90077,79.48784,117
LCV_BS6_OBD2_PERIODIC,43939,12.90077,79.48784,117.66
LCV_BS6_OBD2_PERIODIC,43940,12.90046,79.48852,114.48
LCV_BS6_OBD2_PERIODIC,43941,12.90015,79.48926,110.84
LCV_BS6_OBD2_PERIODIC,43942,12.89979,79.49012,113.95
LCV_BS6_OBD2_PERIODIC,43943,12.89939,79.49104,114.48
LCV_BS6_OBD2_PERIODIC,43944,12.89895,79.49204,113.69
LCV_BS6_OBD2_PERIODIC,43945,12.8985,79.49305,114.65
LCV_BS6_OBD2_PERIODIC,43946,12.89803,79.49409,114.02
LCV_BS6_OBD2_PERIODIC,43947,12.89758,79.49515,114.55
LCV_BS6_OBD2_PERIODIC,43948,12.89714,79.49624,109.75
GPS_MESSAGE,7,12.89674,79.49737,110
LCV_BS6_OBD2_PERIODIC,43949,12.89674,79.49737,110.12
LCV_BS6_OBD2_PERIODIC,43950,12.8964,79.4985,100.65
LCV_BS6_OBD2_PERIODIC,43951,12.89639,79.49966,87.52
LCV_BS6_OBD2_PERIODIC,43952,12.89642,79.50077,88.98
LCV_BS6_OBD2_PERIODIC,43953,12.89654,79.50176,75.27
LCV_BS6_OBD2_PERIODIC,43954,12.89675,79.50254,79.05
LCV_BS6_OBD2_PERIODIC,43955,12.89689,79.50336,79.86
LCV_BS6_OBD2_PERIODIC,43956,12.89703,79.50423,80.26
LCV_BS6_OBD2_PERIODIC,43957,12.89717,79.50507,82.69
LCV_BS6_OBD2_PERIODIC,43958,12.89727,79.50578,79.87
GPS_MESSAGE,14,12.89738,79.50636,80
LCV_BS6_OBD2_PERIODIC,43959,12.89738,79.50636,80.33
LCV_BS6_OBD2_PERIODIC,43960,12.89746,79.5068,79.45
LCV_BS6_OBD2_PERIODIC,43961,12.89753,79.50711,81.09
LCV_BS6_OBD2_PERIODIC,43962,12.89755,79.50743,99.12
LCV_BS6_OBD2_PERIODIC,43963,12.8975,79.50784,84.18
LCV_BS6_OBD2_PERIODIC,43964,12.89754,79.50842,86.47
LCV_BS6_OBD2_PERIODIC,43965,12.89758,79.50913,86.65
LCV_BS6_OBD2_PERIODIC,43966,12.89762,79.50987,83.76
LCV_BS6_OBD2_PERIODIC,43967,12.89767,79.51073,89.63
LCV_BS6_OBD2_PERIODIC,43968,12.89767,79.51167,89.37
GPS_MESSAGE,4,12.89769,79.51264,87
LCV_BS6_OBD2_PERIODIC,43969,12.89769,79.51264,87.88
LCV_BS6_OBD2_PERIODIC,43970,12.89772,79.51359,86.22
LCV_BS6_OBD2_PERIODIC,43971,12.89778,79.51452,87.51
LCV_BS6_OBD2_PERIODIC,43972,12.89781,79.51543,87.37
LCV_BS6_OBD2_PERIODIC,43973,12.89785,79.51633,88.8
LCV_BS6_OBD2_PERIODIC,43974,12.89788,79.51723,88.44
LCV_BS6_OBD2_PERIODIC,43975,12.89792,79.51825,87.43
LCV_BS6_OBD2_PERIODIC,43976,12.89796,79.51936,88.37
LCV_BS6_OBD2_PERIODIC,43977,12.89801,79.52057,88.63
LCV_BS6_OBD2_PERIODIC,43978,12.89803,79.52176,87.87
GPS_MESSAGE,10,12.89808,79.52295,86
LCV_BS6_OBD2_PERIODIC,43979,12.89808,79.52295,86.27
LCV_BS6_OBD2_PERIODIC,43980,12.89819,79.52416,82.54
LCV_BS6_OBD2_PERIODIC,43981,12.89838,79.52538,82.7
LCV_BS6_OBD2_PERIODIC,43982,12.8985,79.52659,85.15
LCV_BS6_OBD2_PERIODIC,43983,12.89859,79.52776,86.5
LCV_BS6_OBD2_PERIODIC,43984,12.89867,79.52897,84.62
LCV_BS6_OBD2_PERIODIC,43985,12.89876,79.53019,88.62
LCV_BS6_OBD2_PERIODIC,43986,12.89866,79.53133,98.87
LCV_BS6_OBD2_PERIODIC,43987,12.89841,79.53233,105.19
LCV_BS6_OBD2_PERIODIC,43988,12.89824,79.53331,92.72
GPS_MESSAGE,1,12.89827,79.53416,91
LCV_BS6_OBD2_PERIODIC,43989,12.89827,79.53416,91.22
LCV_BS6_OBD2_PERIODIC,43990,12.89828,79.535,87.86
LCV_BS6_OBD2_PERIODIC,43991,12.89833,79.53583,88.29
LCV_BS6_OBD2_PERIODIC,43992,12.89834,79.53666,90.63
LCV_BS6_OBD2_PERIODIC,43993,12.89838,79.53745,88.59
LCV_BS6_OBD2_PERIODIC,43994,12.89831,79.53812,95.26
LCV_BS6_OBD2_PERIODIC,43995,12.89834,79.53878,83.66
LCV_BS6_OBD2_PERIODIC,43996,12.89837,79.53944,89.23
LCV_BS6_OBD2_PERIODIC,43997,12.89839,79.5402,89.16
LCV_BS6_OBD2_PERIODIC,43998,12.8984,79.54106,88.12
GPS_MESSAGE,7,12.89843,79.54193,88
LCV_BS6_OBD2_PERIODIC,43999,12.89843,79.54193,88.04
LCV_BS6_OBD2_PERIODIC,44000,12.89842,79.54283,90.62
LCV_BS6_OBD2_PERIODIC,44001,12.89841,79.54372,89.63
LCV_BS6_OBD2_PERIODIC,44002,12.89843,79.54437,89.62
LCV_BS6_OBD2_PERIODIC,44003,12.89845,79.54526,86.06
LCV_BS6_OBD2_PERIODIC,44004,12.89851,79.54618,87.55
LCV_BS6_OBD2_PERIODIC,44005,12.89853,79.54715,90.12
LCV_BS6_OBD2_PERIODIC,44006,12.89854,79.54813,88.8
LCV_BS6_OBD2_PERIODIC,44007,12.89856,79.54913,88.91
LCV_BS6_OBD2_PERIODIC,44008,12.8986,79.55013,88.94
GPS_MESSAGE,14,12.8986,79.55117,90
LCV_BS6_OBD2_PERIODIC,44009,12.8986,79.55117,90.87
LCV_BS6_OBD2_PERIODIC,44010,12.8986,79.55223,91.19
LCV_BS6_OBD2_PERIODIC,44011,12.89857,79.55327,91.59
LCV_BS6_OBD2_PERIODIC,44012,12.89853,79.55431,91.26
LCV_BS6_OBD2_PERIODIC,44013,12.89849,79.55533,93.52
LCV_BS6_OBD2_PERIODIC,44014,12.89842,79.55634,95.72
LCV_BS6_OBD2_PERIODIC,44015,12.89842,79.55715,82.27
LCV_BS6_OBD2_PERIODIC,44016,12.89847,79.55764,94.8
LCV_BS6_OBD2_PERIODIC,44017,12.89843,79.55812,94.83
LCV_BS6_OBD2_PERIODIC,44018,12.8984,79.55871,92.91
GPS_MESSAGE,4,12.89837,79.55942,91
LCV_BS6_OBD2_PERIODIC,44019,12.89837,79.55942,91.43
LCV_BS6_OBD2_PERIODIC,44020,12.89833,79.56025,91.5
LCV_BS6_OBD2_PERIODIC,44021,12.89831,79.56105,92.36
LCV_BS6_OBD2_PERIODIC,44022,12.8983,79.56185,91.79
LCV_BS6_OBD2_PERIODIC,44023,12.89828,79.56258,93.63
LCV_BS6_OBD2_PERIODIC,44024,12.89818,79.56314,96.23
LCV_BS6_OBD2_PERIODIC,44025,12.89815,79.56378,94.12
LCV_BS6_OBD2_PERIODIC,44026,12.89809,79.56457,95.16
LCV_BS6_OBD2_PERIODIC,44027,12.89799,79.56547,99.76
LCV_BS6_OBD2_PERIODIC,44028,12.89781,79.56646,101.37
GPS_MESSAGE,11,12.89763,79.56751,97
LCV_BS6_OBD2_PERIODIC,44029,12.89763,79.56751,97.58
LCV_BS6_OBD2_PERIODIC,44030,12.89748,79.56865,98.68
LCV_BS6_OBD2_PERIODIC,44031,12.89732,79.56987,97.5
LCV_BS6_OBD2_PERIODIC,44032,12.89713,79.57105,98.31
LCV_BS6_OBD2_PERIODIC,44033,12.89697,79.57221,98.19
LCV_BS6_OBD2_PERIODIC,44034,12.89681,79.57334,99.44
LCV_BS6_OBD2_PERIODIC,44035,12.89664,79.57442,98.83
LCV_BS6_OBD2_PERIODIC,44036,12.89651,79.57557,96.72
LCV_BS6_OBD2_PERIODIC,44037,12.89633,79.57676,101.06
LCV_BS6_OBD2_PERIODIC,44038,12.89606,79.57792,105.29
GPS_MESSAGE,1,12.89576,79.57905,105
LCV_BS6_OBD2_PERIODIC,44039,12.89576,79.57905,105.45
LCV_BS6_OBD2_PERIODIC,44040,12.89543,79.58014,106.69
LCV_BS6_OBD2_PERIODIC,44041,12.89512,79.58125,103.83
LCV_BS6_OBD2_PERIODIC,44042,12.89491,79.58235,101.94
LCV_BS6_OBD2_PERIODIC,44043,12.89468,79.58343,102.01
LCV_BS6_OBD2_PERIODIC,44044,12.89437,79.58468,103.54
LCV_BS6_OBD2_PERIODIC,44045,12.89416,79.58553,108.06
LCV_BS6_OBD2_PERIODIC,44046,12.89371,79.58672,112.33
LCV_BS6_OBD2_PERIODIC,44047,12.8933,79.58772,113.23
LCV_BS6_OBD2_PERIODIC,44048,12.89286,79.58868,117.44
GPS_MESSAGE,7,12.89248,79.58946,116
LCV_BS6_OBD2_PERIODIC,44049,12.89248,79.58946,116.59
LCV_BS6_OBD2_PERIODIC,44050,12.8919,79.59064,116.16
LCV_BS6_OBD2_PERIODIC,44051,12.89159,79.59133,116.81
LCV_BS6_OBD2_PERIODIC,44052,12.89091,79.5927,117.2
LCV_BS6_OBD2_PERIODIC,44053,12.89037,79.59376,119.09
LCV_BS6_OBD2_PERIODIC,44054,12.88979,79.59457,132.3
LCV_BS6_OBD2_PERIODIC,44055,12.88894,79.59522,147.71
LCV_BS6_OBD2_PERIODIC,44056,12.88799,79.59578,149.21
LCV_BS6_OBD2_PERIODIC,44057,12.8875,79.59611,135.66
LCV_BS6_OBD2_PERIODIC,44058,12.88709,79.5964,152.07
GPS_MESSAGE,13,12.88659,79.59672,148
LCV_BS6_OBD2_PERIODIC,44059,12.88659,79.59672,148.83
LCV_BS6_OBD2_PERIODIC,44060,12.88602,79.59705,148.89
LCV_BS6_OBD2_PERIODIC,44061,12.88534,79.59746,151.63
LCV_BS6_OBD2_PERIODIC,44062,12.88473,79.59785,153.39
LCV_BS6_OBD2_PERIODIC,44063,12.88415,79.59816,151.55
LCV_BS6_OBD2_PERIODIC,44064,12.8837,79.59854,138.08
LCV_BS6_OBD2_PERIODIC,44065,12.88339,79.59889,130.8
LCV_BS6_OBD2_PERIODIC,44066,12.88316,79.59924,125.62
LCV_BS6_OBD2_PERIODIC,44067,12.88289,79.59965,124.33
LCV_BS6_OBD2_PERIODIC,44068,12.88263,79.60013,121.37
GPS_MESSAGE,4,12.88241,79.60064,116
LCV_BS6_OBD2_PERIODIC,44069,12.88241,79.60064,116.43
LCV_BS6_OBD2_PERIODIC,44070,12.88213,79.60125,116.62
LCV_BS6_OBD2_PERIODIC,44071,12.88181,79.60189,123.86
LCV_BS6_OBD2_PERIODIC,44072,12.88144,79.60256,122.05
LCV_BS6_OBD2_PERIODIC,44073,12.88112,79.6031,133.3
LCV_BS6_OBD2_PERIODIC,44074,12.88081,79.60358,119.61
LCV_BS6_OBD2_PERIODIC,44075,12.88048,79.60429,118
LCV_BS6_OBD2_PERIODIC,44076,12.88008,79.60514,113.76
LCV_BS6_OBD2_PERIODIC,44077,12.87966,79.60611,113.94
LCV_BS6_OBD2_PERIODIC,44078,12.87937,79.60677,110.63
GPS_MESSAGE,10,12.87894,79.6081,108
LCV_BS6_OBD2_PERIODIC,44079,12.87894,79.6081,108.62
LCV_BS6_OBD2_PERIODIC,44080,12.87871,79.60891,105.56
LCV_BS6_OBD2_PERIODIC,44081,12.87863,79.60958,97.73
LCV_BS6_OBD2_PERIODIC,44082,12.87844,79.61032,104.77
LCV_BS6_OBD2_PERIODIC,44083,12.87821,79.61111,105.04
LCV_BS6_OBD2_PERIODIC,44084,12.87794,79.61197,108.01
LCV_BS6_OBD2_PERIODIC,44085,12.87755,79.61283,118.55
LCV_BS6_OBD2_PERIODIC,44086,12.87688,79.61377,130.97
LCV_BS6_OBD2_PERIODIC,44087,12.87644,79.61429,134.03
LCV_BS6_OBD2_PERIODIC,44088,12.87581,79.61491,134.38
GPS_MESSAGE,1,12.87516,79.61554,128
LCV_BS6_OBD2_PERIODIC,44089,12.87516,79.61554,128.08
LCV_BS6_OBD2_PERIODIC,44090,12.87472,79.61637,119.5
LCV_BS6_OBD2_PERIODIC,44091,12.87442,79.6171,117.73
LCV_BS6_OBD2_PERIODIC,44092,12.87434,79.61768,97.05
LCV_BS6_OBD2_PERIODIC,44093,12.87433,79.61857,88.12
LCV_BS6_OBD2_PERIODIC,44094,12.87431,79.61952,92.87
LCV_BS6_OBD2_PERIODIC,44095,12.87431,79.62049,90.94
LCV_BS6_OBD2_PERIODIC,44096,12.87449,79.62118,84.91
LCV_BS6_OBD2_PERIODIC,44097,12.87459,79.62169,78.98
LCV_BS6_OBD2_PERIODIC,44098,12.8747,79.62243,87.16
GPS_MESSAGE,7,12.87475,79.62334,88
LCV_BS6_OBD2_PERIODIC,44099,12.87475,79.62334,88.12
LCV_BS6_OBD2_PERIODIC,44100,12.87479,79.62421,85.48
LCV_BS6_OBD2_PERIODIC,44101,12.87481,79.6248,86.44
LCV_BS6_OBD2_PERIODIC,44102,12.87483,79.62543,86.37
LCV_BS6_OBD2_PERIODIC,44103,12.87481,79.62618,91.05
LCV_BS6_OBD2_PERIODIC,44104,12.87473,79.62678,96.79
LCV_BS6_OBD2_PERIODIC,44105,12.87455,79.62754,103
LCV_BS6_OBD2_PERIODIC,44106,12.87439,79.62829,106.18
LCV_BS6_OBD2_PERIODIC,44107,12.8742,79.6288,112.83
LCV_BS6_OBD2_PERIODIC,44108,12.87385,79.62978,108.45
GPS_MESSAGE,13,12.87358,79.63079,109
LCV_BS6_OBD2_PERIODIC,44109,12.87358,79.63079,109.31
LCV_BS6_OBD2_PERIODIC,44110,12.87331,79.63138,119.05
LCV_BS6_OBD2_PERIODIC,44111,12.87303,79.63227,101.12
LCV_BS6_OBD2_PERIODIC,44112,12.87289,79.63319,93.48
LCV_BS6_OBD2_PERIODIC,44113,12.87285,79.63407,92.27
LCV_BS6_OBD2_PERIODIC,44114,12.87278,79.63519,97.09
LCV_BS6_OBD2_PERIODIC,44115,12.87254,79.63629,105.88
LCV_BS6_OBD2_PERIODIC,44116,12.87218,79.63732,109.95
LCV_BS6_OBD2_PERIODIC,44117,12.87174,79.63859,106.44
LCV_BS6_OBD2_PERIODIC,44118,12.87145,79.6396,102.83
GPS_MESSAGE,4,12.87134,79.64013,93
LCV_BS6_OBD2_PERIODIC,44119,12.87134,79.64013,93.72
LCV_BS6_OBD2_PERIODIC,44120,12.87128,79.6405,103.23
LCV_BS6_OBD2_PERIODIC,44121,12.87119,79.64085,105.08
LCV_BS6_OBD2_PERIODIC,44122,12.87102,79.64138,113.48
LCV_BS6_OBD2_PERIODIC,44123,12.87081,79.64208,104.36
LCV_BS6_OBD2_PERIODIC,44124,12.8706,79.64278,108.33
LCV_BS6_OBD2_PERIODIC,44125,12.87054,79.64335,94.76
LCV_BS6_OBD2_PERIODIC,44126,12.87049,79.64373,103.76
LCV_BS6_OBD2_PERIODIC,44127,12.87037,79.64427,104.95
LCV_BS6_OBD2_PERIODIC,44128,12.87021,79.64496,102.01
GPS_MESSAGE,10,12.87003,79.64571,102
LCV_BS6_OBD2_PERIODIC,44129,12.87003,79.64571,102.62
LCV_BS6_OBD2_PERIODIC,44130,12.86985,79.64646,102.72
LCV_BS6_OBD2_PERIODIC,44131,12.8697,79.64718,97.58
LCV_BS6_OBD2_PERIODIC,44132,12.86971,79.64797,86.75
LCV_BS6_OBD2_PERIODIC,44133,12.86977,79.64856,79.36
LCV_BS6_OBD2_PERIODIC,44134,12.86993,79.64901,77.25
LCV_BS6_OBD2_PERIODIC,44135,12.87009,79.64969,75.75
LCV_BS6_OBD2_PERIODIC,44136,12.87029,79.65042,76.81
LCV_BS6_OBD2_PERIODIC,44137,12.87044,79.65096,75.88
LCV_BS6_OBD2_PERIODIC,44138,12.87057,79.65151,78.22
GPS_MESSAGE,0,12.87072,79.65205,72
LCV_BS6_OBD2_PERIODIC,44139,12.87072,79.65205,72.26
LCV_BS6_OBD2_PERIODIC,44140,12.87088,79.65257,72.66
