Message Type,Event Time,Ingestion Timestamp,Sequence Number,Latitude,Longitude,Altitude,Heading,Packet Status,Vehicle Speed,GPS Speed,GPS Odometer,FixQuality,Number of Satellites,Config Version,Firmware Version
GPS_MESSAGE,2023-11-21 06:28:19,2023-11-21 06:28:25,8,12.95255,79.96594,45,357,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:21,2023-11-21 06:28:27,39241,12.95255,79.96594,45.9,16.98,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:27,2023-11-21 06:28:34,39242,12.95255,79.96594,45.799,3.39,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:33,2023-11-21 06:28:40,39243,12.95254,79.96595,45.9,279.16,V,0.0,,,StoredFix,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:39,2023-11-21 06:28:46,39244,12.95252,79.96595,46.0,52.79,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:45,2023-11-21 06:28:52,39245,12.95249,79.96596,46.0,167.82,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:51,2023-11-21 06:28:58,39246,12.95247,79.96597,46.0,136.67,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:28:57,2023-11-21 06:29:04,39247,12.95247,79.96597,45.599,94.26,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:03,2023-11-21 06:29:10,39248,12.95249,79.96597,45.539,353.33,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:09,2023-11-21 06:29:16,39249,12.95249,79.96596,45.599,1.65,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:15,2023-11-21 06:29:22,39250,12.95251,79.96596,45.599,4.82,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:29:19,2023-11-21 06:29:25,3,12.95251,79.96597,45,104,A,,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:21,2023-11-21 06:29:27,39251,12.9525,79.96596,45.7,166.61,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:27,2023-11-21 06:29:34,39252,12.95249,79.96596,45.599,126.31,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:29:33,2023-11-21 06:29:40,39253,12.95247,79.96595,45.599,203.41,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:29:33,2023-11-21 06:29:40,6,12.95247,79.96595,45,203,A,,,,FixOK,9,V_0115,DALCC00406
TRIP_END,2023-11-21 06:29:33,2023-11-21 06:29:42,7,12.95247,79.96595,,,,,,,FixOK,,V_0115,DALCC00406
TRIP_START,2023-11-21 06:32:23,2023-11-21 06:33:18,0,12.95247,79.96595,,,,,,,StoredFix,,V_0115,DALCC00406
VERSION_UPDATE,2023-11-21 06:32:26,2023-11-21 06:33:18,0,12.95247,79.96595,,,,,,,StoredFix,,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:32:26,2023-11-21 06:33:20,1,12.95247,79.96595,45,203,,,,,StoredFix,9,V_0115,DALCC00406
IGNITION_ON,2023-11-21 06:32:26,2023-11-21 06:33:20,1,12.95247,79.96595,,,,,,,StoredFix,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:32:32,2023-11-21 06:33:22,39254,12.95251,79.96588,46.4,15.96,A,0.0,,,FixOK,7,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:32:35,2023-11-21 06:33:22,2,12.95249,79.9659,46,64,A,,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:32:38,2023-11-21 06:33:24,39255,12.95248,79.9659,46.4,51.04,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:32:44,2023-11-21 06:33:24,39256,12.95249,79.96594,46.299,343.13,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:32:50,2023-11-21 06:33:27,39257,12.9525,79.96594,46.4,332.47,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:32:56,2023-11-21 06:33:27,39258,12.9525,79.96594,46.4,2.58,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:02,2023-11-21 06:33:29,39259,12.95251,79.96596,46.4,287.04,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:08,2023-11-21 06:33:29,39260,12.95252,79.96598,46.099,87.83,A,0.0,,,FixOK,9,V_0115,DALCC00406
HEARTBEAT_MESSAGE,2023-11-21 06:33:13,2023-11-21 06:33:13,0,0.0,0.0,,,,,,,,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:14,2023-11-21 06:33:31,39261,12.95251,79.96599,45.599,114.19,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:20,2023-11-21 06:33:31,39262,12.95251,79.96599,44.9,59.61,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:26,2023-11-21 06:33:33,39263,12.95249,79.96602,45.2,128.75,A,0.0,,,FixOK,9,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:33:31,2023-11-21 06:33:37,8,12.95247,79.96608,44,83,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:32,2023-11-21 06:33:37,39264,12.95247,79.9661,44.599,72.23,A,0.0,,,FixOK,9,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:38,2023-11-21 06:33:46,39265,12.95253,79.96615,43.2,17.34,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:44,2023-11-21 06:33:51,39266,12.95259,79.96617,41.9,20.68,A,0.0,,,FixOK,13,V_0115,DALCC00406
IGNITION_OFF,2023-11-21 06:33:47,2023-11-21 06:33:53,2,12.9526,79.96617,,,,,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:50,2023-11-21 06:33:56,39267,12.9526,79.96617,41.5,90.05,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:33:56,2023-11-21 06:34:02,39268,12.95259,79.96617,41.4,240.74,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:02,2023-11-21 06:34:08,39269,12.95259,79.96617,41.599,114.02,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:08,2023-11-21 06:34:14,39270,12.95259,79.96617,41.799,46.16,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:14,2023-11-21 06:34:20,39271,12.95259,79.96617,41.799,183.36,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:20,2023-11-21 06:34:26,39272,12.95258,79.96617,41.799,212.22,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:26,2023-11-21 06:34:32,39273,12.95257,79.96617,41.799,178.75,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:34:31,2023-11-21 06:34:37,3,12.95257,79.96617,41,232,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:32,2023-11-21 06:34:37,39274,12.95257,79.96617,41.7,228.61,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:38,2023-11-21 06:34:44,39275,12.95259,79.96617,41.5,328.02,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:44,2023-11-21 06:34:50,39276,12.95259,79.96617,41.5,257.19,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:50,2023-11-21 06:34:56,39277,12.95259,79.96616,41.4,247.41,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:34:56,2023-11-21 06:35:02,39278,12.95258,79.96617,41.2,147.63,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:02,2023-11-21 06:35:08,39279,12.95258,79.96617,41.2,200.64,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:08,2023-11-21 06:35:14,39280,12.95257,79.96617,41.0,206.69,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:14,2023-11-21 06:35:20,39281,12.95258,79.96617,40.5,247.94,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:20,2023-11-21 06:35:26,39282,12.95257,79.96617,40.7,258.95,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:26,2023-11-21 06:35:32,39283,12.95258,79.96617,40.7,128.97,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:35:31,2023-11-21 06:35:37,13,12.95258,79.96617,40,205,A,,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:32,2023-11-21 06:35:37,39284,12.95258,79.96617,40.7,259.08,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:38,2023-11-21 06:35:44,39285,12.95258,79.96617,40.9,4.84,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:35:44,2023-11-21 06:35:50,39286,12.95257,79.96617,40.799,239.74,A,0.0,,,FixOK,14,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:35:45,2023-11-21 06:35:50,15,12.95257,79.96618,40,154,A,,,,FixOK,14,V_0115,DALCC00406
TRIP_END,2023-11-21 06:35:45,2023-11-21 06:35:52,0,12.95257,79.96618,,,,,,,FixOK,,V_0115,DALCC00406
TRIP_START,2023-11-21 06:38:35,2023-11-21 06:39:27,0,12.95257,79.96618,,,,,,,StoredFix,,V_0115,DALCC00406
VERSION_UPDATE,2023-11-21 06:38:39,2023-11-21 06:39:27,0,12.95257,79.96618,,,,,,,StoredFix,,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:38:39,2023-11-21 06:39:29,1,12.95257,79.96618,40,154,,,,,StoredFix,14,V_0115,DALCC00406
IGNITION_ON,2023-11-21 06:38:39,2023-11-21 06:39:29,1,12.95257,79.96618,,,,,,,StoredFix,,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:38:45,2023-11-21 06:39:31,2,12.95221,79.96521,40,179,A,,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:38:45,2023-11-21 06:39:31,39287,12.95221,79.96521,40.599,179.53,A,0.0,,,FixOK,8,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:38:51,2023-11-21 06:39:33,39288,12.95243,79.96605,40.9,191.99,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:38:57,2023-11-21 06:39:33,39289,12.95236,79.96614,40.2,197.14,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:03,2023-11-21 06:39:35,39290,12.95234,79.96617,40.2,126.2,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:09,2023-11-21 06:39:35,39291,12.95227,79.96623,40.099,149.5,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:15,2023-11-21 06:39:38,39292,12.95211,79.96631,40.2,167.47,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:21,2023-11-21 06:39:38,39293,12.95196,79.96634,39.799,165.67,A,0.0,,,FixOK,14,V_0115,DALCC00406
HEARTBEAT_MESSAGE,2023-11-21 06:39:24,2023-11-21 06:39:24,0,0.0,0.0,,,,,,,,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:27,2023-11-21 06:39:40,39294,12.9518,79.96621,39.5,223.33,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:33,2023-11-21 06:39:40,39295,12.95175,79.96608,39.7,264.98,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:39,2023-11-21 06:39:46,39296,12.95177,79.96601,39.9,286.48,A,0.0,,,FixOK,13,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:39:41,2023-11-21 06:39:48,8,12.95179,79.96597,40,287,A,,,,FixOK,14,V_0115,DALCC00406
LCV_VEHICLE_TOWED_START,2023-11-21 06:39:41,2023-11-21 06:39:48,2,12.95179,79.96597,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:45,2023-11-21 06:39:52,39297,12.95182,79.96587,40.0,303.8,A,0.0,,,FixOK,14,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:51,2023-11-21 06:39:58,39298,12.95188,79.96569,39.299,293.83,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:39:57,2023-11-21 06:40:04,39299,12.95196,79.96555,39.7,302.79,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:03,2023-11-21 06:40:16,39300,12.95207,79.9654,39.599,330.7,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:09,2023-11-21 06:40:16,39301,12.95231,79.96536,37.9,338.76,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:15,2023-11-21 06:40:22,39302,12.95249,79.96525,34.9,310.55,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:21,2023-11-21 06:40:28,39303,12.95252,79.96515,33.7,225.22,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_VEHICLE_TOWED_END,2023-11-21 06:40:26,2023-11-21 06:40:33,4,12.9525,79.96514,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:27,2023-11-21 06:40:33,39304,12.9525,79.96515,33.4,47.58,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:33,2023-11-21 06:40:40,39305,12.95257,79.96517,36.099,8.86,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:39,2023-11-21 06:40:47,39306,12.95259,79.96516,38.299,342.79,A,0.0,,,FixOK,13,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:40:41,2023-11-21 06:40:47,2,12.9526,79.96516,38,0,A,,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:45,2023-11-21 06:40:52,39307,12.95259,79.96516,38.2,266.1,A,0.0,,,FixOK,13,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:51,2023-11-21 06:40:58,39308,12.9526,79.96516,38.0,268.11,A,0.0,,,FixOK,12,V_0115,DALCC00406
IGNITION_OFF,2023-11-21 06:40:52,2023-11-21 06:40:58,5,12.9526,79.96516,,,,,,,StoredFix,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:40:57,2023-11-21 06:41:04,39309,12.95259,79.96516,38.099,295.54,V,0.0,,,StoredFix,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:03,2023-11-21 06:41:10,39310,12.9526,79.96517,38.299,35.83,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:09,2023-11-21 06:41:16,39311,12.9526,79.96517,38.299,32.56,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:15,2023-11-21 06:41:22,39312,12.95261,79.96518,38.2,299.25,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:21,2023-11-21 06:41:28,39313,12.95261,79.96518,38.4,327.17,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:27,2023-11-21 06:41:35,39314,12.95261,79.96517,38.5,7.69,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:33,2023-11-21 06:41:40,39315,12.95262,79.96517,38.4,278.51,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:39,2023-11-21 06:41:46,39316,12.95261,79.96516,38.4,226.36,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:41:41,2023-11-21 06:41:48,13,12.95261,79.96517,38,146,A,,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:45,2023-11-21 06:41:52,39317,12.95261,79.96517,38.5,46.81,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:51,2023-11-21 06:41:58,39318,12.95261,79.96518,38.5,249.16,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:41:57,2023-11-21 06:42:04,39319,12.95262,79.96518,38.599,255.41,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:03,2023-11-21 06:42:10,39320,12.95261,79.96519,38.7,71.84,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:09,2023-11-21 06:42:16,39321,12.95262,79.9652,38.799,247.55,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:15,2023-11-21 06:42:22,39322,12.95262,79.96518,38.9,269.92,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:21,2023-11-21 06:42:28,39323,12.95261,79.96519,39.099,198.72,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:27,2023-11-21 06:42:34,39324,12.9526,79.96519,39.2,59.58,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:33,2023-11-21 06:42:40,39325,12.9526,79.9652,39.0,189.17,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:39,2023-11-21 06:42:46,39326,12.95259,79.96519,39.0,231.3,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:42:41,2023-11-21 06:42:48,8,12.95259,79.96519,39,232,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 06:42:45,2023-11-21 06:42:52,39327,12.9526,79.9652,39.2,19.32,A,0.0,,,FixOK,12,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 06:42:50,2023-11-21 06:42:57,10,12.9526,79.9652,39,36,A,,,,FixOK,11,V_0115,DALCC00406
TRIP_END,2023-11-21 06:42:50,2023-11-21 06:42:57,10,12.9526,79.9652,,,,,,,FixOK,,V_0115,DALCC00406
HEARTBEAT_MESSAGE,2023-11-21 08:24:30,2023-11-21 08:24:30,0,0.0,0.0,,,,,,,,,V_0115,DALCC00406
TRIP_START,2023-11-21 08:25:32,2023-11-21 08:24:33,0,12.9526,79.9652,,,,,,,StoredFix,,V_0115,DALCC00406
VERSION_UPDATE,2023-11-21 08:25:35,2023-11-21 08:24:33,0,12.9526,79.9652,,,,,,,StoredFix,,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 08:25:35,2023-11-21 08:24:35,1,12.9526,79.9652,39,36,,,,,StoredFix,11,V_0115,DALCC00406
IGNITION_ON,2023-11-21 08:25:36,2023-11-21 08:24:35,1,12.9526,79.9652,,,,,,,StoredFix,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:25:41,2023-11-21 08:24:37,39328,12.9526,79.9652,39.2,36.77,V,0.0,,,StoredFix,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:25:47,2023-11-21 08:24:37,39329,12.9526,79.9652,39.2,36.77,V,0.0,,,StoredFix,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:25:53,2023-11-21 08:24:39,39330,12.95235,79.96512,37.299,120.51,A,0.0,,,FixOK,7,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 08:25:54,2023-11-21 08:24:39,3,12.95234,79.96514,47,112,A,,,,FixOK,7,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:25:59,2023-11-21 08:24:42,39331,12.95239,79.96541,48.5,69.8,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:05,2023-11-21 08:24:42,39332,12.95246,79.96554,41.9,85.94,A,0.0,,,FixOK,5,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:11,2023-11-21 08:24:44,39333,12.95243,79.96577,37.4,108.41,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:17,2023-11-21 08:24:44,39334,12.95238,79.96595,37.599,112.9,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_VEHICLE_TOWED_START,2023-11-21 08:26:20,2023-11-21 08:24:46,2,12.95235,79.96602,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:23,2023-11-21 08:24:46,39335,12.95232,79.96609,41.299,123.8,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:29,2023-11-21 08:24:48,39336,12.95226,79.96622,43.0,117.8,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:35,2023-11-21 08:24:48,39337,12.95215,79.96633,45.0,144.22,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:41,2023-11-21 08:24:54,39338,12.95196,79.96634,46.7,199.96,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:47,2023-11-21 08:25:00,39339,12.95175,79.96629,49.4,200.16,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 08:26:48,2023-11-21 08:25:00,9,12.95172,79.96626,48,198,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:53,2023-11-21 08:25:06,39340,12.95156,79.96617,51.4,205.83,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:26:59,2023-11-21 08:25:12,39341,12.9514,79.96612,53.099,190.77,A,0.0,,,FixOK,11,V_0115,DALCC00406
IGNITION_OFF,2023-11-21 08:27:03,2023-11-21 08:25:16,4,12.95138,79.96609,,,,,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:05,2023-11-21 08:25:18,39342,12.95138,79.96608,55.4,293.11,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_VEHICLE_TOWED_END,2023-11-21 08:27:06,2023-11-21 08:25:18,5,12.95138,79.96608,,,,0.0,,,FixOK,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:11,2023-11-21 08:25:28,39343,12.95139,79.9661,54.799,61.31,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:17,2023-11-21 08:25:30,39344,12.9514,79.96612,54.9,90.41,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:23,2023-11-21 08:25:38,39345,12.95141,79.96612,54.5,228.33,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:29,2023-11-21 08:25:43,39346,12.95141,79.96612,54.099,136.05,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:35,2023-11-21 08:25:49,39347,12.95142,79.96612,54.299,83.2,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:41,2023-11-21 08:25:54,39348,12.95143,79.96614,54.0,63.5,A,0.0,,,FixOK,12,V_0115,DALCC00406
IGNITION_ON,2023-11-21 08:27:43,2023-11-21 08:25:56,6,12.95143,79.96613,,,,,,,FixInvalid,,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:47,2023-11-21 08:26:00,39349,12.95142,79.96613,53.9,92.68,A,0.0,,,FixOK,11,V_0115,DALCC00406
GPS_MESSAGE,2023-11-21 08:27:48,2023-11-21 08:26:00,5,12.95142,79.96612,53,331,A,,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:53,2023-11-21 08:26:06,39350,12.95143,79.96612,53.4,329.1,A,0.0,,,FixOK,10,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:27:59,2023-11-21 08:26:12,39351,12.95144,79.9661,53.2,236.41,A,0.0,,,FixOK,11,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:28:05,2023-11-21 08:26:20,39352,12.95144,79.9661,53.7,188.86,A,0.0,,,FixOK,12,V_0115,DALCC00406
LCV_BS6_OBD2_PERIODIC,2023-11-21 08:28:11,2023-11-21 08:26:25,39353,12.95144,79.9661,53.799,55.84,A,0.0,,,FixOK,12,V_0115,DALCC00406
